audit_id,slice,sample_id,dataset_id,source,language,task_type,query,schema_fields,temporal_metadata,gold_intent,human_answerability_correct,human_intent_correct,human_corrected_intent,human_notes,annotator_id
ha_240,vietnamese_diacritic,paper09x_000889,wb_asean_electricity_access,,vi,temporal_boundary_check,Dùng đúng miền năm có trong dữ liệu để vẽ electricity access từ nam dau tien đến nam mới nhất.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | electricity_access:quantitative/measure,"{""distinct_years"": 34, ""latest_year"": 2023, ""previous_10_end"": 2013, ""previous_10_start"": 2004, ""recent_10_end"": 2023, ""recent_10_start"": 2014, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2023, ""year_min"": 1990}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""electricity_access"", ""required_fields"": [""country"", ""electricity_access"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_boundary_check"", ""temporal_filter"": ""1990-2023"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_241,non_worldbank_schema,paper09x_001500,derived_gdp_structure_profile,Derived from World Bank/OWID normalized tables,en,mixed_change_ranking,Rank countries by growth in agriculture share gdp over the last decade.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | agriculture_share_gdp:quantitative/measure | industry_share_gdp:quantitative/measure | services_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""bar"", ""group_by"": ""country"", ""measure"": ""agriculture_share_gdp"", ""required_fields"": [""agriculture_share_gdp"", ""country"", ""year""], ""secondary_measure"": """", ""sort"": ""descending"", ""statistic"": ""difference_top_k"", ""task_type"": ""mixed_change_ranking"", ""temporal_filter"": ""2015_to_2024"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": 5, ""unsupported_reason"": """"}",,,,,
ha_242,non_worldbank_schema,paper09x_001499,derived_gdp_structure_profile,Derived from World Bank/OWID normalized tables,en,mixed_temporal_distribution,Show the distribution of agriculture share gdp in 2024.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | agriculture_share_gdp:quantitative/measure | industry_share_gdp:quantitative/measure | services_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""boxplot"", ""group_by"": ""country"", ""measure"": ""agriculture_share_gdp"", ""required_fields"": [""agriculture_share_gdp"", ""country"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""distribution"", ""task_type"": ""mixed_temporal_distribution"", ""temporal_filter"": ""year:2024"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_243,non_worldbank_schema,paper09x_001498,derived_gdp_structure_profile,Derived from World Bank/OWID normalized tables,en,mixed_temporal_ranking,Which countries have the highest agriculture share gdp in the latest year?,country_code:nominal/id | country:nominal/dimension | year:temporal/time | agriculture_share_gdp:quantitative/measure | industry_share_gdp:quantitative/measure | services_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""bar"", ""group_by"": ""country"", ""measure"": ""agriculture_share_gdp"", ""required_fields"": [""agriculture_share_gdp"", ""country"", ""year""], ""secondary_measure"": """", ""sort"": ""descending"", ""statistic"": ""top_k"", ""task_type"": ""mixed_temporal_ranking"", ""temporal_filter"": ""latest_year"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": 5, ""unsupported_reason"": """"}",,,,,
ha_244,non_worldbank_schema,paper09x_001495,derived_gdp_structure_profile,Derived from World Bank/OWID normalized tables,en,stat_average_period,Show the average agriculture share gdp by country during 2015-2024.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | agriculture_share_gdp:quantitative/measure | industry_share_gdp:quantitative/measure | services_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""mean"", ""answerability"": ""answerable"", ""chart_type"": ""bar"", ""group_by"": ""country"", ""measure"": ""agriculture_share_gdp"", ""required_fields"": [""agriculture_share_gdp"", ""country"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""mean"", ""task_type"": ""stat_average_period"", ""temporal_filter"": ""2015-2024"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_245,non_worldbank_schema,paper09x_001496,derived_gdp_structure_profile,Derived from World Bank/OWID normalized tables,en,stat_change,Show the change in agriculture share gdp from 2015 to 2024 by country.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | agriculture_share_gdp:quantitative/measure | industry_share_gdp:quantitative/measure | services_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""bar"", ""group_by"": ""country"", ""measure"": ""agriculture_share_gdp"", ""required_fields"": [""agriculture_share_gdp"", ""country"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""difference"", ""task_type"": ""stat_change"", ""temporal_filter"": ""2015_to_2024"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_246,non_worldbank_schema,paper09x_001515,derived_gdp_structure_profile,Derived from World Bank/OWID normalized tables,en,stat_correlation_proxy,Show the relationship between agriculture_share_gdp and industry_share_gdp in 2024.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | agriculture_share_gdp:quantitative/measure | industry_share_gdp:quantitative/measure | services_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""scatter"", ""group_by"": ""country"", ""measure"": ""agriculture_share_gdp"", ""required_fields"": [""agriculture_share_gdp"", ""country"", ""industry_share_gdp"", ""year""], ""secondary_measure"": ""industry_share_gdp"", ""sort"": ""none"", ""statistic"": ""correlation"", ""task_type"": ""stat_correlation_proxy"", ""temporal_filter"": ""year:2024"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_247,non_worldbank_schema,paper09x_001494,derived_gdp_structure_profile,Derived from World Bank/OWID normalized tables,en,stat_distribution,Show the distribution of agriculture share gdp across countries and years.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | agriculture_share_gdp:quantitative/measure | industry_share_gdp:quantitative/measure | services_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""boxplot"", ""group_by"": ""country"", ""measure"": ""agriculture_share_gdp"", ""required_fields"": [""agriculture_share_gdp"", ""country"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""distribution"", ""task_type"": ""stat_distribution"", ""temporal_filter"": ""all_years"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_248,non_worldbank_schema,paper09x_001497,derived_gdp_structure_profile,Derived from World Bank/OWID normalized tables,en,stat_outlier,Find unusually high or low observations of agriculture share gdp.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | agriculture_share_gdp:quantitative/measure | industry_share_gdp:quantitative/measure | services_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""point"", ""group_by"": ""country"", ""measure"": ""agriculture_share_gdp"", ""required_fields"": [""agriculture_share_gdp"", ""country"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""outlier"", ""task_type"": ""stat_outlier"", ""temporal_filter"": ""all_years"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_249,non_worldbank_schema,paper09x_001493,derived_gdp_structure_profile,Derived from World Bank/OWID normalized tables,en,stat_ranking_topk,Rank the top 5 countries by latest agriculture share gdp.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | agriculture_share_gdp:quantitative/measure | industry_share_gdp:quantitative/measure | services_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""bar"", ""group_by"": ""country"", ""measure"": ""agriculture_share_gdp"", ""required_fields"": [""agriculture_share_gdp"", ""country"", ""year""], ""secondary_measure"": """", ""sort"": ""descending"", ""statistic"": ""top_k"", ""task_type"": ""stat_ranking_topk"", ""temporal_filter"": ""latest_year"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": 5, ""unsupported_reason"": """"}",,,,,
ha_250,non_worldbank_schema,paper09x_001503,derived_gdp_structure_profile,Derived from World Bank/OWID normalized tables,en,stat_unanswerable,Show the forecasted agriculture share gdp for next year by city.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | agriculture_share_gdp:quantitative/measure | industry_share_gdp:quantitative/measure | services_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""unanswerable"", ""chart_type"": ""none"", ""group_by"": """", ""measure"": """", ""required_fields"": [], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""forecast"", ""task_type"": ""stat_unanswerable"", ""temporal_filter"": ""future"", ""temporal_granularity"": ""year"", ""time_field"": """", ""top_k"": null, ""unsupported_reason"": ""forecast and city fields are not available""}",,,,,
ha_251,non_worldbank_schema,paper09x_001492,derived_gdp_structure_profile,Derived from World Bank/OWID normalized tables,en,temporal_before_after,Compare average agriculture share gdp before and after 1992.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | agriculture_share_gdp:quantitative/measure | industry_share_gdp:quantitative/measure | services_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""mean"", ""answerability"": ""answerable"", ""chart_type"": ""bar"", ""group_by"": ""country"", ""measure"": ""agriculture_share_gdp"", ""required_fields"": [""agriculture_share_gdp"", ""country"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""mean"", ""task_type"": ""temporal_before_after"", ""temporal_filter"": ""before_after:1992"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_252,non_worldbank_schema,paper09x_001501,derived_gdp_structure_profile,Derived from World Bank/OWID normalized tables,en,temporal_boundary_check,Use the exact data boundary to plot agriculture share gdp from the first available year to the latest year.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | agriculture_share_gdp:quantitative/measure | industry_share_gdp:quantitative/measure | services_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""agriculture_share_gdp"", ""required_fields"": [""agriculture_share_gdp"", ""country"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_boundary_check"", ""temporal_filter"": ""1960-2024"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_253,non_worldbank_schema,paper09x_001502,derived_gdp_structure_profile,Derived from World Bank/OWID normalized tables,en,temporal_granularity_unanswerable,Show monthly agriculture share gdp trends for Indonesia.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | agriculture_share_gdp:quantitative/measure | industry_share_gdp:quantitative/measure | services_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""unanswerable"", ""chart_type"": ""none"", ""group_by"": """", ""measure"": """", ""required_fields"": [], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_granularity_unanswerable"", ""temporal_filter"": ""monthly"", ""temporal_granularity"": ""year"", ""time_field"": """", ""top_k"": null, ""unsupported_reason"": ""monthly granularity is not available; schema has annual year values""}",,,,,
ha_254,non_worldbank_schema,paper09x_001489,derived_gdp_structure_profile,Derived from World Bank/OWID normalized tables,en,temporal_period_filter,Compare agriculture share gdp by country from 2015 to 2024.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | agriculture_share_gdp:quantitative/measure | industry_share_gdp:quantitative/measure | services_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""bar"", ""group_by"": ""country"", ""measure"": ""agriculture_share_gdp"", ""required_fields"": [""agriculture_share_gdp"", ""country"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""comparison"", ""task_type"": ""temporal_period_filter"", ""temporal_filter"": ""2015-2024"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_255,non_worldbank_schema,paper09x_001491,derived_gdp_structure_profile,Derived from World Bank/OWID normalized tables,en,temporal_previous_window,Show the previous decade before the latest window for agriculture share gdp in Indonesia.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | agriculture_share_gdp:quantitative/measure | industry_share_gdp:quantitative/measure | services_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""agriculture_share_gdp"", ""required_fields"": [""agriculture_share_gdp"", ""country"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_previous_window"", ""temporal_filter"": ""previous_10_years:2005-2014"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_256,non_worldbank_schema,paper09x_001490,derived_gdp_structure_profile,Derived from World Bank/OWID normalized tables,en,temporal_recent_window,Show the most recent 10-year pattern of agriculture share gdp for Indonesia.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | agriculture_share_gdp:quantitative/measure | industry_share_gdp:quantitative/measure | services_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""agriculture_share_gdp"", ""required_fields"": [""agriculture_share_gdp"", ""country"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_recent_window"", ""temporal_filter"": ""last_10_years:2015-2024"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_257,non_worldbank_schema,paper09x_001488,derived_gdp_structure_profile,Derived from World Bank/OWID normalized tables,en,temporal_trend,Show the trend of agriculture share gdp in Indonesia over time.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | agriculture_share_gdp:quantitative/measure | industry_share_gdp:quantitative/measure | services_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""agriculture_share_gdp"", ""required_fields"": [""agriculture_share_gdp"", ""country"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_trend"", ""temporal_filter"": ""all_years"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_258,non_worldbank_schema,paper09x_001417,owid_life_expectancy_vietnam,Our World in Data Grapher API,en,mixed_change_ranking,Rank countries by growth in life expectancy over the last decade.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | life_expectancy:quantitative/measure,"{""distinct_years"": 74, ""latest_year"": 2023, ""previous_10_end"": 2013, ""previous_10_start"": 2004, ""recent_10_end"": 2023, ""recent_10_start"": 2014, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2023, ""year_min"": 1950}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""bar"", ""group_by"": ""country"", ""measure"": ""life_expectancy"", ""required_fields"": [""country"", ""life_expectancy"", ""year""], ""secondary_measure"": """", ""sort"": ""descending"", ""statistic"": ""difference_top_k"", ""task_type"": ""mixed_change_ranking"", ""temporal_filter"": ""2014_to_2023"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": 5, ""unsupported_reason"": """"}",,,,,
ha_259,non_worldbank_schema,paper09x_001416,owid_life_expectancy_vietnam,Our World in Data Grapher API,en,mixed_temporal_distribution,Show the distribution of life expectancy in 2023.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | life_expectancy:quantitative/measure,"{""distinct_years"": 74, ""latest_year"": 2023, ""previous_10_end"": 2013, ""previous_10_start"": 2004, ""recent_10_end"": 2023, ""recent_10_start"": 2014, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2023, ""year_min"": 1950}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""boxplot"", ""group_by"": ""country"", ""measure"": ""life_expectancy"", ""required_fields"": [""country"", ""life_expectancy"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""distribution"", ""task_type"": ""mixed_temporal_distribution"", ""temporal_filter"": ""year:2023"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_260,non_worldbank_schema,paper09x_001511,derived_gdp_structure_profile,Derived from World Bank/OWID normalized tables,vi,mixed_temporal_ranking,Nuoc nao co agriculture share gdp cao nhat trong nam moi nhat?,country_code:nominal/id | country:nominal/dimension | year:temporal/time | agriculture_share_gdp:quantitative/measure | industry_share_gdp:quantitative/measure | services_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""bar"", ""group_by"": ""country"", ""measure"": ""agriculture_share_gdp"", ""required_fields"": [""agriculture_share_gdp"", ""country"", ""year""], ""secondary_measure"": """", ""sort"": ""descending"", ""statistic"": ""top_k"", ""task_type"": ""mixed_temporal_ranking"", ""temporal_filter"": ""latest_year"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": 5, ""unsupported_reason"": """"}",,,,,
ha_261,non_worldbank_schema,paper09x_001509,derived_gdp_structure_profile,Derived from World Bank/OWID normalized tables,vi,stat_average_period,Tinh trung binh agriculture share gdp theo quoc gia trong giai doan 2015-2024.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | agriculture_share_gdp:quantitative/measure | industry_share_gdp:quantitative/measure | services_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""mean"", ""answerability"": ""answerable"", ""chart_type"": ""bar"", ""group_by"": ""country"", ""measure"": ""agriculture_share_gdp"", ""required_fields"": [""agriculture_share_gdp"", ""country"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""mean"", ""task_type"": ""stat_average_period"", ""temporal_filter"": ""2015-2024"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_262,non_worldbank_schema,paper09x_001510,derived_gdp_structure_profile,Derived from World Bank/OWID normalized tables,vi,stat_change,Ve muc thay doi agriculture share gdp tu 2015 den 2024 theo quoc gia.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | agriculture_share_gdp:quantitative/measure | industry_share_gdp:quantitative/measure | services_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""bar"", ""group_by"": ""country"", ""measure"": ""agriculture_share_gdp"", ""required_fields"": [""agriculture_share_gdp"", ""country"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""difference"", ""task_type"": ""stat_change"", ""temporal_filter"": ""2015_to_2024"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_263,non_worldbank_schema,paper09x_001516,derived_gdp_structure_profile,Derived from World Bank/OWID normalized tables,vi,stat_correlation_proxy,Ve moi quan he giua agriculture_share_gdp va industry_share_gdp trong nam 2024.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | agriculture_share_gdp:quantitative/measure | industry_share_gdp:quantitative/measure | services_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""scatter"", ""group_by"": ""country"", ""measure"": ""agriculture_share_gdp"", ""required_fields"": [""agriculture_share_gdp"", ""country"", ""industry_share_gdp"", ""year""], ""secondary_measure"": ""industry_share_gdp"", ""sort"": ""none"", ""statistic"": ""correlation"", ""task_type"": ""stat_correlation_proxy"", ""temporal_filter"": ""year:2024"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_264,non_worldbank_schema,paper09x_001411,owid_life_expectancy_vietnam,Our World in Data Grapher API,en,stat_distribution,Show the distribution of life expectancy across countries and years.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | life_expectancy:quantitative/measure,"{""distinct_years"": 74, ""latest_year"": 2023, ""previous_10_end"": 2013, ""previous_10_start"": 2004, ""recent_10_end"": 2023, ""recent_10_start"": 2014, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2023, ""year_min"": 1950}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""boxplot"", ""group_by"": ""country"", ""measure"": ""life_expectancy"", ""required_fields"": [""country"", ""life_expectancy"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""distribution"", ""task_type"": ""stat_distribution"", ""temporal_filter"": ""all_years"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_265,non_worldbank_schema,paper09x_001414,owid_life_expectancy_vietnam,Our World in Data Grapher API,en,stat_outlier,Find unusually high or low observations of life expectancy.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | life_expectancy:quantitative/measure,"{""distinct_years"": 74, ""latest_year"": 2023, ""previous_10_end"": 2013, ""previous_10_start"": 2004, ""recent_10_end"": 2023, ""recent_10_start"": 2014, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2023, ""year_min"": 1950}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""point"", ""group_by"": ""country"", ""measure"": ""life_expectancy"", ""required_fields"": [""country"", ""life_expectancy"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""outlier"", ""task_type"": ""stat_outlier"", ""temporal_filter"": ""all_years"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
